Target_genes	TFDP1|Average	SRX1726514|MM.1S	SRX1726517|U-266	STRING
OSER1	213.500000	231	196	0
NDUFAF3	213.500000	427	0	0
NAA80	213.500000	427	0	0
HYAL3	213.500000	427	0	0
DALRD3	213.500000	427	0	0
ACAT1	213.500000	427	0	0
ZZZ3	213.000000	276	150	0
PPP1R15A	213.000000	426	0	0
ZNF543	212.500000	214	211	0
ZNF436	212.500000	309	116	0
WASHC3	212.500000	425	0	0
SPTLC1	212.500000	425	0	0
SMDT1	212.500000	425	0	0
RPLP2	212.500000	283	142	0
NLK	212.500000	425	0	0
MTARC2	212.500000	425	0	0
TIMM17A	212.000000	424	0	0
RNF32	212.000000	424	0	0
RECK	212.000000	424	0	0
NRGN	212.000000	424	0	0
C1GALT1C1	212.000000	424	0	0
WDR19	211.500000	423	0	0
RDX	211.500000	423	0	0
RBM27	211.500000	423	0	0
FARSB	211.500000	331	92	0
DARS1	211.500000	245	178	0
CERS5	211.500000	423	0	0
TAF7	211.000000	422	0	0
SMG7	211.000000	304	118	0
SLC39A11	211.000000	422	0	0
LRWD1	211.000000	298	124	0
KDM3A	211.000000	291	131	0
ERI3	211.000000	289	133	0
ARIH1	211.000000	285	137	0
ALKBH4	211.000000	298	124	0
ZNF331	210.500000	0	421	0
WBP2	210.500000	421	0	0
TTPA	210.500000	421	0	0
SMURF2	210.500000	421	0	0
SEPHS1	210.500000	264	157	0
SCAMP5	210.500000	421	0	0
ROPN1B	210.500000	233	188	0
MISP3	210.500000	421	0	0
FAM81A	210.500000	421	0	0
ELP1	210.500000	241	180	0
ABITRAM	210.500000	241	180	0
SNF8	210.000000	233	187	0
ZC3H3	209.500000	419	0	0
PFN4	209.500000	211	208	0
PAQR8	209.500000	309	110	0
GRWD1	209.500000	267	152	0
CTNNBIP1	209.500000	419	0	0
CREBL2	209.500000	419	0	0
ZMYM5	209.000000	418	0	0
USP25	209.000000	418	0	0
NDST2	209.000000	418	0	0
MFN1	209.000000	230	188	0
METTL23	209.000000	253	165	0
JMJD6	209.000000	253	165	0
ARHGDIA	209.000000	208	210	0
TTLL6	208.500000	222	195	0
SCCPDH	208.500000	283	134	0
PIP4K2B	208.500000	197	220	0
PDSS1	208.500000	216	201	0
MFSD8	208.500000	312	105	0
MAPRE2	208.500000	417	0	0
GCDH	208.500000	287	130	0
CYTH3	208.500000	417	0	0
C16orf95	208.500000	194	223	0
ABHD18	208.500000	312	105	0
ZBTB43	208.000000	416	0	0
SWSAP1	208.000000	416	0	0
QSER1	208.000000	300	116	0
NBPF1	208.000000	226	190	0
HSPA6	208.000000	336	80	0
EIF2S3	208.000000	331	85	0
TRIM14	207.500000	265	150	0
TP73	207.500000	415	0	0
TESK2	207.500000	415	0	0
SKIV2L	207.500000	288	127	0
SESN3	207.500000	415	0	0
SBK1	207.500000	415	0	0
SAP30BP	207.500000	415	0	0
RECQL5	207.500000	415	0	0
PPA2	207.500000	415	0	0
NELFE	207.500000	288	127	0
LNPEP	207.500000	263	152	0
EIF1B	207.500000	415	0	0
DGCR6L	207.500000	415	0	0
CIITA	207.500000	415	0	0
ZGPAT	207.000000	414	0	0
TGFBR3	207.000000	324	90	0
HACE1	207.000000	414	0	0
C21orf91	207.000000	414	0	0
ARFRP1	207.000000	414	0	0
ANKAR	207.000000	414	0	0
ZNF574	206.500000	413	0	0
ZNF420	206.500000	182	231	0
ZCCHC2	206.500000	289	124	0
ZBED5	206.500000	413	0	0
TSNAXIP1	206.500000	413	0	0
TRNT1	206.500000	172	241	0
TMEM256	206.500000	413	0	0
TAF10	206.500000	413	0	0
RANBP10	206.500000	413	0	0
PHF20L1	206.500000	413	0	0
MAP4K3	206.500000	335	78	0
DUSP1	206.500000	283	130	0
CTNNB1	206.500000	413	0	0
CARS2	206.500000	292	121	0
ZNF709	206.000000	412	0	0
ZNF18	206.000000	412	0	0
TIMM23B	206.000000	259	153	0
SNX19	206.000000	412	0	0
PARG	206.000000	259	153	0
INPP5B	206.000000	412	0	0
DNAAF3	206.000000	412	0	0
CABLES2	206.000000	412	0	0
BLOC1S4	206.000000	324	88	0
TBCB	205.500000	318	93	0
SESN2	205.500000	411	0	0
POLR3B	205.500000	285	126	0
POLR2I	205.500000	318	93	0
KIAA1958	205.500000	308	103	0
DHRS4L1	205.500000	302	109	0
CFAP299	205.500000	411	0	0
ZNF25	205.000000	410	0	0
KRAS	205.000000	410	0	0
ZNF594	204.500000	409	0	0
TGDS	204.500000	409	0	0
RAPH1	204.500000	316	93	0
FNTA	204.500000	409	0	0
FNIP2	204.500000	409	0	0
CRTAP	204.500000	305	104	0
COX10	204.500000	409	0	0
ACTR6	204.500000	288	121	0
TFAM	204.000000	239	169	0
NAE1	204.000000	408	0	0
MRPS34	204.000000	273	135	0
MAK	204.000000	408	0	0
KCNJ2	204.000000	408	0	0
GNPAT	204.000000	296	112	0
EME2	204.000000	273	135	0
CCDC88A	204.000000	288	120	0
C1orf131	204.000000	296	112	0
TUBD1	203.500000	172	235	0
SERTAD3	203.500000	248	159	0
RPS6KB1	203.500000	172	235	0
PSMD11	203.500000	407	0	0
PNP	203.500000	180	227	0
PIGV	203.500000	305	102	0
PCDH9	203.500000	407	0	0
ENDOD1	203.500000	407	0	0
DOLPP1	203.500000	201	206	0
WWOX	203.000000	295	111	0
TPI1	203.000000	406	0	0
SLCO4A1	203.000000	406	0	0
MXD1	203.000000	285	121	0
ME3	203.000000	406	0	0
FNTB	203.000000	406	0	0
CHD9	203.000000	264	142	0
CDC25B	203.000000	406	0	0
TIMM23	202.500000	183	222	0
FAF2	202.500000	405	0	0
CHRNA5	202.500000	197	208	0
MLLT10	202.000000	404	0	0
IL12A	202.000000	404	0	0
E2F2	202.000000	404	0	0
DCUN1D4	202.000000	404	0	0
TMEM161A	201.500000	272	131	0
PIKFYVE	201.500000	403	0	0
LARS2	201.500000	403	0	0
KLF5	201.500000	269	134	0
AQR	201.500000	258	145	0
AP2B1	201.500000	403	0	0
AFF4	201.500000	227	176	0
ACAA1	201.500000	403	0	0
TBC1D7-LOC100130357	201.000000	207	195	0
TBC1D7	201.000000	207	195	0
PLPP1	201.000000	327	75	0
PHF19	201.000000	293	109	0
HUS1	201.000000	402	0	0
RXYLT1	200.500000	401	0	0
MAPK8	200.500000	401	0	0
MAP7	200.500000	401	0	0
TPRG1L	200.000000	400	0	0
TICAM1	200.000000	266	134	0
NT5M	200.000000	400	0	0
GTF3C5	200.000000	173	227	0
DHCR7	200.000000	400	0	0
CBR1	200.000000	273	127	0
BLOC1S6	200.000000	225	175	0
BLOC1S5	200.000000	218	182	0
ALCAM	200.000000	400	0	0
AKTIP	200.000000	258	142	0
TRIM4	199.500000	196	203	0
FAM53C	199.500000	399	0	0
ELOVL4	199.500000	290	109	0
DPY19L3	199.500000	266	133	0
YWHAZ	199.000000	228	170	0
TMEM259	199.000000	398	0	0
PTPRU	199.000000	398	0	0
NR2C2	199.000000	283	115	0
CHM	199.000000	398	0	0
ZBTB11	198.500000	397	0	0
TOLLIP	198.500000	397	0	0
SYP	198.500000	397	0	0
SPIN4	198.500000	397	0	0
PLEKHA7	198.500000	397	0	0
HTRA2	198.500000	397	0	0
FZD8	198.500000	397	0	0
WRAP53	198.000000	246	150	0
OSBP	198.000000	320	76	0
KIAA1257	198.000000	300	96	0
DAP	198.000000	396	0	0
CPSF1	198.000000	396	0	0
CDKN1B	198.000000	396	0	0
ACTR1A	198.000000	396	0	0
UNC93B1	197.500000	395	0	0
RBM4	197.500000	299	96	0
PTPN18	197.500000	395	0	0
MRPS15	197.500000	289	106	0
EHBP1	197.500000	395	0	0
DPP8	197.500000	136	259	0
C1orf61	197.500000	395	0	0
ZXDC	197.000000	394	0	0
TAP1	197.000000	261	133	0
PSMB9	197.000000	261	133	0
LXN	197.000000	394	0	0
ITSN2	197.000000	228	166	0
C8orf76	197.000000	394	0	0
TBL3	196.500000	393	0	0
SH3BGRL3	196.500000	393	0	0
LCORL	196.500000	393	0	0
H2BC4	196.500000	206	187	0
H2AC6	196.500000	206	187	0
ANKLE1	196.500000	393	0	0
ZNF544	196.000000	171	221	0
ZNF100	196.000000	185	207	0
WDYHV1	196.000000	392	0	0
TMX1	196.000000	242	150	0
TACC1	196.000000	392	0	0
PAAF1	196.000000	275	117	0
NR6A1	196.000000	256	136	0
KIAA0556	196.000000	392	0	0
GTF3C1	196.000000	392	0	0
COA4	196.000000	275	117	0
ARL2	196.000000	285	107	0
ABI1	196.000000	392	0	0
ZNF398	195.500000	228	163	0
TOB2	195.500000	391	0	0
TAF3	195.500000	311	80	0
NVL	195.500000	391	0	0
MSANTD4	195.500000	391	0	0
LRRC59	195.500000	245	146	0
HEATR5B	195.500000	212	179	0
GPATCH11	195.500000	212	179	0
GALNT3	195.500000	296	95	0
CUL1	195.500000	391	0	0
CEP70	195.500000	391	0	0
CDKL2	195.500000	391	0	0
NUP54	195.000000	390	0	0
IDE	195.000000	275	115	0
ARNTL2	195.000000	390	0	0
ZC3H18	194.500000	266	123	0
TUT7	194.500000	389	0	0
SLC11A2	194.500000	240	149	0
SCAMP1	194.500000	271	118	0
RGS16	194.500000	389	0	0
PIAS3	194.500000	389	0	0
EFCAB12	194.500000	389	0	0
CTH	194.500000	389	0	0
RUSC2	194.000000	273	115	0
KPNA3	194.000000	388	0	0
HSPA1B	194.000000	388	0	0
SSBP2	193.500000	387	0	0
SLC37A4	193.500000	387	0	0
SLC26A6	193.500000	387	0	0
PSMD5	193.500000	387	0	0
ZNF7	193.000000	386	0	0
SETD9	193.000000	386	0	0
RAMAC	193.000000	200	186	0
PKIB	193.000000	386	0	0
PDAP1	193.000000	386	0	0
OAS3	193.000000	156	230	0
ERBIN	193.000000	229	157	0
DSE	193.000000	269	117	0
C1orf174	193.000000	386	0	0
BUD31	193.000000	386	0	0
ANKFY1	193.000000	386	0	0
ORC4	192.500000	385	0	0
ORAI1	192.500000	245	140	0
MNX1	192.500000	385	0	0
MBD5	192.500000	385	0	0
INTS1	192.500000	385	0	0
HIGD2B	192.500000	255	130	0
BBS4	192.500000	255	130	0
ATP5F1E	192.500000	257	128	0
TRIM25	192.000000	224	160	0
STIMATE-MUSTN1	192.000000	384	0	0
STIMATE	192.000000	384	0	0
POLR3H	192.000000	384	0	0
NSD1	192.000000	384	0	0
NAA38	192.000000	384	0	0
MSRA	192.000000	313	71	0
CYB5D1	192.000000	384	0	0
ZFAND2A	191.500000	220	163	0
SLC25A51	191.500000	255	128	0
RMDN1	191.500000	279	104	0
PSMF1	191.500000	383	0	0
LRP12	191.500000	242	141	0
FZD3	191.500000	383	0	0
ELF2	191.500000	278	105	0
ZMYM6	191.000000	382	0	0
WASHC5	191.000000	274	108	0
TJP2	191.000000	243	139	0
TAX1BP3	191.000000	382	0	0
SIX5	191.000000	382	0	0
PSMA8	191.000000	0	382	0
PGLS	191.000000	271	111	0
NSMCE2	191.000000	274	108	0
KANSL1	191.000000	382	0	0
IP6K1	191.000000	261	121	0
IFT57	191.000000	382	0	0
IFT27	191.000000	382	0	0
EXD1	191.000000	209	173	0
EMC6	191.000000	382	0	0
DMWD	191.000000	382	0	0
CHP1	191.000000	209	173	0
TMEM117	190.500000	234	147	0
PAK1IP1	190.500000	381	0	0
GPR108	190.500000	381	0	0
EPB41L2	190.500000	381	0	0
DNAJC5	190.500000	381	0	0
C6orf52	190.500000	381	0	0
ZNF576	190.000000	380	0	0
USP14	190.000000	380	0	0
ST7L	190.000000	172	208	0
SPG7	190.000000	172	208	0
RSPRY1	190.000000	380	0	0
RBL2	190.000000	219	161	0
PSME3IP1	190.000000	380	0	0
PLK2	190.000000	380	0	0
MARCHF6	190.000000	298	82	0
LEMD2	190.000000	380	0	0
KLF4	190.000000	380	0	0
ITGB8	190.000000	203	177	0
IRGQ	190.000000	380	0	0
GOLGB1	190.000000	276	104	0
DCTN3	190.000000	380	0	0
CAPZA1	190.000000	172	208	0
ZC3H12A	189.500000	379	0	0
USP3	189.500000	274	105	0
TMEM17	189.500000	379	0	0
PRPF39	189.500000	148	231	0
PAXIP1	189.500000	379	0	0
NCEH1	189.500000	217	162	0
MYPOP	189.500000	379	0	0
LSM12	189.500000	379	0	0
HHLA3	189.500000	249	130	0
HECTD2	189.500000	379	0	0
ENDOV	189.500000	271	108	0
BRSK2	189.500000	174	205	0
ANKRD13C	189.500000	249	130	0
SPRED1	189.000000	206	172	0
PPP1R15B	189.000000	378	0	0
B4GALNT1	189.000000	282	96	0
TMEM254	188.500000	273	104	0
SBDS	188.500000	280	97	0
PRDM2	188.500000	377	0	0
HHAT	188.500000	377	0	0
HERC2	188.500000	189	188	0
BARHL1	188.500000	377	0	0
ASCC1	188.500000	247	130	0
ANAPC16	188.500000	247	130	0
ZFAND6	188.000000	376	0	0
TRAPPC5	188.000000	376	0	0
PITPNC1	188.000000	277	99	0
MAL2	188.000000	376	0	0
KCTD8	188.000000	376	0	0
IFIH1	188.000000	376	0	0
DLAT	188.000000	376	0	0
DDX41	188.000000	274	102	0
ARHGAP20	188.000000	376	0	0
PRR14	187.500000	375	0	0
IPO8	187.500000	375	0	0
GADD45A	187.500000	375	0	0
ETS1	187.500000	375	0	0
EIF4A2	187.500000	375	0	0
EDF1	187.500000	375	0	0
YAE1	187.000000	281	93	0
TSNARE1	187.000000	374	0	0
RIC8A	187.000000	268	106	0
PRDX6	187.000000	276	98	0
NOTCH2NLA	187.000000	261	113	0
NEURL4	187.000000	374	0	0
MTHFR	187.000000	374	0	0
LRPPRC	187.000000	374	0	0
HIPK3	187.000000	374	0	0
HIBCH	187.000000	374	0	0
GNPTAB	187.000000	374	0	0
CLCN6	187.000000	374	0	0
BET1L	187.000000	268	106	0
ACTB	187.000000	263	111	0
ZNF775	186.500000	373	0	0
ZNF488	186.500000	373	0	0
ZNF410	186.500000	224	149	0
ZNF337	186.500000	242	131	0
ZFP69	186.500000	373	0	0
XXYLT1	186.500000	237	136	0
PARP9	186.500000	167	206	0
NIPSNAP1	186.500000	373	0	0
NDUFAF2	186.500000	295	78	0
MFSD1	186.500000	256	117	0
H3-3A	186.500000	373	0	0
ERCC8	186.500000	295	78	0
DTX3L	186.500000	167	206	0
CTDSP1	186.500000	373	0	0
CC2D2B	186.500000	240	133	0
ZNF521	186.000000	372	0	0
WDR87	186.000000	372	0	0
SMIM8	186.000000	372	0	0
SIRT6	186.000000	298	74	0
SIPA1L3	186.000000	372	0	0
RUNX3	186.000000	372	0	0
RNASET2	186.000000	225	147	0
QRICH1	186.000000	288	84	0
PSMB2	186.000000	372	0	0
DOCK9	186.000000	372	0	0
ANKRD24	186.000000	298	74	0
SREBF1	185.500000	371	0	0
RPL35	185.500000	295	76	0
PREP	185.500000	371	0	0
MYO18A	185.500000	371	0	0
EVI5	185.500000	276	95	0
EIF4EBP1	185.500000	294	77	0
DPY19L4	185.500000	242	129	0
ARPC5L	185.500000	295	76	0
TIMM50	185.000000	248	122	0
RAF1	185.000000	370	0	0
LCA5	185.000000	370	0	0
CRELD1	185.000000	205	165	0
BLMH	185.000000	199	171	0
PACRGL	184.500000	369	0	0
MTFR1L	184.500000	279	90	0
ZFAT	184.000000	368	0	0
SURF6	184.000000	368	0	0
RPL18A	184.000000	368	0	0
ERAP1	184.000000	368	0	0
DNMBP	184.000000	368	0	0
CCNT2	184.000000	368	0	0
ATP6V1B2	184.000000	368	0	0
ZSCAN5A	183.500000	261	106	0
SLAIN1	183.500000	367	0	0
SETD6	183.500000	206	161	0
SCNN1B	183.500000	181	186	0
CRTC1	183.500000	367	0	0
ZNF699	183.000000	366	0	0
UTP6	183.000000	366	0	0
STK32C	183.000000	366	0	0
SHROOM1	183.000000	366	0	0
LRRC27	183.000000	366	0	0
IVNS1ABP	183.000000	272	94	0
CCDC92B	183.000000	366	0	0
ATP10D	183.000000	366	0	0
STAU2	182.500000	365	0	0
SF1	182.500000	365	0	0
RPS7	182.500000	232	133	0
PLP2	182.500000	229	136	0
MCCC2	182.500000	234	131	0
CFAP54	182.500000	365	0	0
BRK1	182.500000	365	0	0
ADRB2	182.500000	365	0	0
ZFP90	182.000000	364	0	0
YBEY	182.000000	272	92	0
SOD2	182.000000	149	215	0
PTK6	182.000000	364	0	0
PIP4K2C	182.000000	364	0	0
PGBD4	182.000000	364	0	0
MYNN	182.000000	200	164	0
MCM3AP	182.000000	272	92	0
GAR1	182.000000	364	0	0
EMC7	182.000000	364	0	0
DPY19L1	182.000000	364	0	0
DPEP2	182.000000	364	0	0
ACAT2	182.000000	149	215	0
TMEM68	181.500000	279	84	0
TGS1	181.500000	279	84	0
SPICE1	181.500000	363	0	0
SCLY	181.500000	363	0	0
PLAGL1	181.500000	260	103	0
INO80	181.500000	278	85	0
DLG3	181.500000	363	0	0
CYTH2	181.500000	363	0	0
CRK	181.500000	363	0	0
ATF3	181.500000	363	0	0
ALAD	181.500000	363	0	0
PPFIA4	181.000000	362	0	0
KDELR2	181.000000	187	175	0
B4GALT4	181.000000	362	0	0
AP4E1	181.000000	362	0	0
STK38L	180.500000	361	0	0
PITRM1	180.500000	361	0	0
NIPA2	180.500000	361	0	0
MKRN1	180.500000	361	0	0
LATS1	180.500000	172	189	0
HMG20B	180.500000	361	0	0
CHN1	180.500000	227	134	0
ZNF260	180.000000	212	148	0
USP31	180.000000	360	0	0
UPK3A	180.000000	360	0	0
TMEM50A	180.000000	360	0	0
TAF12	180.000000	360	0	0
PAFAH1B2	180.000000	360	0	0
NUP35	180.000000	226	134	0
MIA3	180.000000	360	0	0
KBTBD3	180.000000	360	0	0
GRHPR	180.000000	360	0	0
GLDC	180.000000	360	0	0
DKK1	180.000000	360	0	0
AASDHPPT	180.000000	360	0	0
ZNF211	179.500000	359	0	0
TRMU	179.500000	359	0	0
SLC10A7	179.500000	210	149	0
MPP2	179.500000	359	0	0
KPTN	179.500000	359	0	0
KCNS3	179.500000	274	85	0
CEP43	179.500000	230	129	0
BICDL1	179.500000	233	126	0
TCF25	179.000000	180	178	0
RDH14	179.000000	189	169	0
PHF8	179.000000	358	0	0
NEO1	179.000000	269	89	0
MRPL39	179.000000	151	207	0
LARP4	179.000000	248	110	0
KBTBD6	179.000000	358	0	0
HSDL1	179.000000	206	152	0
EMC4	179.000000	0	358	0
DNAAF1	179.000000	206	152	0
ZNF782	178.500000	357	0	0
TMEM170B	178.500000	357	0	0
TCIRG1	178.500000	357	0	0
SOX12	178.500000	357	0	0
SCRIB	178.500000	357	0	0
RRP9	178.500000	357	0	0
PDCL	178.500000	206	151	0
PARP3	178.500000	357	0	0
MYH7B	178.500000	357	0	0
IMPA2	178.500000	357	0	0
GSS	178.500000	357	0	0
FHL2	178.500000	357	0	0
FBXW2	178.500000	167	190	0
ALG5	178.500000	357	0	0
TMEM80	178.000000	356	0	0
SPHK2	178.000000	356	0	0
R3HCC1L	178.000000	356	0	0
PMEL	178.000000	356	0	0
PCNX4	178.000000	356	0	0
NUMB	178.000000	356	0	0
KCTD6	178.000000	356	0	0
ILF2	178.000000	218	138	0
FUT4	178.000000	356	0	0
EML5	178.000000	215	141	0
DEAF1	178.000000	356	0	0
CRADD	178.000000	356	0	0
CDK2	178.000000	356	0	0
ATOX1	178.000000	356	0	0
APOOL	178.000000	356	0	0
ZNF425	177.500000	228	127	0
WWTR1	177.500000	355	0	0
TARS3	177.500000	261	94	0
SENP8	177.500000	355	0	0
POU4F1	177.500000	173	182	0
PARP4	177.500000	251	104	0
MYO9A	177.500000	355	0	0
LMBR1	177.500000	355	0	0
DGAT2	177.500000	355	0	0
COQ10B	177.500000	355	0	0
BSDC1	177.500000	355	0	0
ALDH1B1	177.500000	355	0	0
RBM43	177.000000	354	0	0
PRKAR2A	177.000000	229	125	0
PHB	177.000000	223	131	0
PATL2	177.000000	248	106	0
NXPE3	177.000000	354	0	0
NUB1	177.000000	354	0	0
LYSMD3	177.000000	354	0	0
ADORA2A	177.000000	354	0	0
TMEM150A	176.500000	353	0	0
SBF1	176.500000	353	0	0
POMZP3	176.500000	269	84	0
NCL	176.500000	211	142	0
MRS2	176.500000	353	0	0
LIG3	176.500000	187	166	0
FRMD3	176.500000	353	0	0
CCND3	176.500000	353	0	0
BAMBI	176.500000	353	0	0
WDR60	176.000000	279	73	0
SLC38A9	176.000000	251	101	0
NR3C2	176.000000	352	0	0
FBXO33	176.000000	233	119	0
FAM98A	176.000000	212	140	0
FAM91A1	176.000000	352	0	0
FADD	176.000000	352	0	0
CARMIL1	176.000000	352	0	0
AMMECR1	176.000000	352	0	0
ZFP36L1	175.500000	351	0	0
SENP1	175.500000	201	150	0
PFKM	175.500000	201	150	0
NREP	175.500000	248	103	0
LAMTOR1	175.500000	351	0	0
KDM4B	175.500000	250	101	0
H2AC20	175.500000	141	210	0
GRAMD1C	175.500000	351	0	0
C2CD2L	175.500000	351	0	0
TRMT11	175.000000	350	0	0
TRIM62	175.000000	189	161	0
SRGAP1	175.000000	350	0	0
SOCS7	175.000000	241	109	0
SLC35A3	175.000000	0	350	0
RALGPS1	175.000000	350	0	0
NBEAL2	175.000000	350	0	0
MAGEF1	175.000000	184	166	0
KPNA1	175.000000	350	0	0
IMMP2L	175.000000	350	0	0
IGFBP7	175.000000	350	0	0
FAM120B	175.000000	251	99	0
ATAD2B	175.000000	350	0	0
DUSP12	174.500000	227	122	0
CBFA2T2	174.500000	349	0	0
C14orf119	174.500000	197	152	0
ACIN1	174.500000	197	152	0
TPMT	174.000000	348	0	0
TECPR1	174.000000	348	0	0
SLC41A3	174.000000	348	0	0
PCCB	174.000000	226	122	0
MPHOSPH10	174.000000	212	136	0
MCEE	174.000000	212	136	0
MAT2B	174.000000	348	0	0
KDM1B	174.000000	348	0	0
KAT8	174.000000	348	0	0
HPSE	174.000000	348	0	0
HMGN1	174.000000	257	91	0
BICD2	174.000000	348	0	0
SNX30	173.500000	165	182	0
PHC2	173.500000	347	0	0
LRRN1	173.500000	179	168	0
KATNAL2	173.500000	216	131	0
IRF3	173.500000	347	0	0
DENND4C	173.500000	206	141	0
COG2	173.500000	347	0	0
ATP8B3	173.500000	347	0	0
TOR2A	173.000000	346	0	0
SIAH1	173.000000	346	0	0
SERTAD1	173.000000	346	0	0
PLCG1	173.000000	346	0	0
PIR	173.000000	346	0	0
EEF2KMT	173.000000	346	0	0
CYP46A1	173.000000	346	0	0
CHD7	173.000000	346	0	0
B4GALT7	173.000000	346	0	0
UBE2F	172.500000	258	87	0
TMEM38B	172.500000	235	110	0
SLC4A2	172.500000	345	0	0
RASAL2	172.500000	194	151	0
GEMIN2	172.500000	102	243	0
FUT11	172.500000	345	0	0
CHSY1	172.500000	223	122	0
CDK5	172.500000	345	0	0
WDR92	172.000000	231	113	0
ULK2	172.000000	344	0	0
TOMM20	172.000000	246	98	0
SMAD4	172.000000	245	99	0
PNO1	172.000000	231	113	0
NCOA2	172.000000	240	104	0
JAK2	172.000000	251	93	0
HPGD	172.000000	344	0	0
FAM98C	172.000000	344	0	0
ENSA	172.000000	344	0	0
C7orf50	172.000000	344	0	0
ZNF691	171.500000	343	0	0
WASHC4	171.500000	248	95	0
TMEM238	171.500000	343	0	0
NSDHL	171.500000	343	0	0
NOP16	171.500000	343	0	0
IKZF2	171.500000	343	0	0
HIGD2A	171.500000	343	0	0
DPY19L2	171.500000	202	141	0
CRELD2	171.500000	343	0	0
CETN2	171.500000	343	0	0
ALG12	171.500000	343	0	0
WDR70	171.000000	342	0	0
TUBB2B	171.000000	342	0	0
SEC13	171.000000	342	0	0
PRDM10	171.000000	342	0	0
NR3C1	171.000000	238	104	0
NOTCH2NLB	171.000000	240	102	0
GTF2E2	171.000000	342	0	0
GSPT1	171.000000	342	0	0
EPB41L1	171.000000	342	0	0
TLN1	170.500000	341	0	0
RUSC1	170.500000	341	0	0
RHOQ	170.500000	341	0	0
RALB	170.500000	341	0	0
RAD54L2	170.500000	341	0	0
PHPT1	170.500000	341	0	0
MC1R	170.500000	341	0	0
CREB3	170.500000	341	0	0
CLDN23	170.500000	341	0	0
ATP6V1E2	170.500000	341	0	0
ANKRD33B	170.500000	341	0	0
TRAF2	170.000000	218	122	0
TMED7-TICAM2	170.000000	340	0	0
TMED7	170.000000	340	0	0
RELCH	170.000000	241	99	0
RBM23	170.000000	340	0	0
PNRC1	170.000000	340	0	0
PIGN	170.000000	241	99	0
MRPS14	170.000000	340	0	0
FBXL18	170.000000	215	125	0
FBRS	170.000000	340	0	0
CBR4	170.000000	340	0	0
C18orf25	170.000000	249	91	0
ZNF85	169.500000	0	339	0
UBE2G1	169.500000	339	0	0
TMEM62	169.500000	212	127	0
TCTN2	169.500000	156	183	0
NFIB	169.500000	189	150	0
FOXK1	169.500000	339	0	0
RNFT1	169.000000	338	0	0
RBM15B	169.000000	338	0	0
PTPRM	169.000000	338	0	0
PFAS	169.000000	338	0	0
NFKBIZ	169.000000	338	0	0
KIAA0895L	169.000000	338	0	0
HOMEZ	169.000000	197	141	0
ACBD7	169.000000	168	170	0
ZNF3	168.500000	137	200	0
THAP11	168.500000	337	0	0
TFB1M	168.500000	242	95	0
STAU1	168.500000	337	0	0
SPATA5	168.500000	186	151	0
SF3B5	168.500000	251	86	0
NUDT6	168.500000	186	151	0
C6orf89	168.500000	187	150	0
ANKRD10	168.500000	200	137	0
ZZEF1	168.000000	336	0	0
STRN3	168.000000	336	0	0
SLC12A7	168.000000	336	0	0
PSMD3	168.000000	336	0	0
PDCD6IP	168.000000	218	118	0
PCBP2	168.000000	336	0	0
MTUS1	168.000000	336	0	0
MAPK1IP1L	168.000000	336	0	0
GRK6	168.000000	336	0	0
DEF8	168.000000	336	0	0
DCPS	168.000000	336	0	0
CYB5D2	168.000000	336	0	0
CBLN1	168.000000	336	0	0
AP4S1	168.000000	336	0	0
WDR38	167.500000	335	0	0
VPS11	167.500000	335	0	0
TMEM201	167.500000	335	0	0
STX5	167.500000	335	0	0
PRDM4	167.500000	335	0	0
MOXD1	167.500000	335	0	0
KCTD2	167.500000	335	0	0
ITFG2	167.500000	335	0	0
GLRX2	167.500000	335	0	0
CELF2	167.500000	335	0	0
ATP5PD	167.500000	335	0	0
ZBTB21	167.000000	334	0	0
ZBTB18	167.000000	334	0	0
YWHAH	167.000000	334	0	0
TRAPPC6A	167.000000	334	0	0
TMEM243	167.000000	250	84	0
NIPBL	167.000000	334	0	0
LRRC37A3	167.000000	334	0	0
COX6A1	167.000000	200	134	0
CISD3	167.000000	334	0	0
C7orf26	167.000000	334	0	0
C22orf24	167.000000	334	0	0
BLOC1S3	167.000000	334	0	0
B4GALT6	167.000000	334	0	0
TLCD1	166.500000	162	171	0
TCHP	166.500000	149	184	0
SMIM20	166.500000	333	0	0
PPA1	166.500000	333	0	0
PIM1	166.500000	333	0	0
PHF23	166.500000	333	0	0
MAN2A1	166.500000	333	0	0
ELAC1	166.500000	333	0	0
CLASRP	166.500000	333	0	0
CD99L2	166.500000	333	0	0
AGO3	166.500000	246	87	0
ZNF384	166.000000	332	0	0
RSBN1L	166.000000	332	0	0
PTS	166.000000	332	0	0
PAFAH1B1	166.000000	332	0	0
ZNF768	165.500000	331	0	0
ZNF582	165.500000	331	0	0
RHPN1	165.500000	331	0	0
PUM3	165.500000	331	0	0
PSMD4	165.500000	331	0	0
MRPL15	165.500000	331	0	0
GREM2	165.500000	331	0	0
CHCHD1	165.500000	182	149	0
YAF2	165.000000	201	129	0
XRCC6	165.000000	180	150	0
RAPGEF5	165.000000	330	0	0
MTCH2	165.000000	330	0	0
LLGL2	165.000000	330	0	0
HNRNPH2	165.000000	330	0	0
GLA	165.000000	330	0	0
DESI1	165.000000	180	150	0
CPLANE1	165.000000	330	0	0
CHORDC1	165.000000	330	0	0
CCDC13	165.000000	227	103	0
GRB7	164.500000	329	0	0
GAN	164.500000	197	132	0
CRNDE	164.500000	329	0	0
