ProteinA	UniProtID_A	GeneName_A	ProteinB	UniProtID_B	GeneName_B	MethodType	Method	Publication	Source
PO5F1_MOUSE	P20263	POU5F1	NACC1_MOUSE	Q96RE7	NACC1	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5710940)
PO5F1_MOUSE	P20263	POU5F1	ARI3B_MOUSE	Q8IVW6	ARID3B	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5668129)
PO5F1_MOUSE	P20263	POU5F1	ARI3B_MOUSE	Q8IVW6	ARID3B	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5710940)
PO5F1_MOUSE	P20263	POU5F1	SALL1_MOUSE	Q9NSC2	SALL1	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5668129)
PO5F1_MOUSE	P20263	POU5F1	SALL1_MOUSE	Q9NSC2	SALL1	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5710940)
PO5F1_MOUSE	P20263	POU5F1	SALL4_MOUSE	Q9UJQ4	SALL4	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5668129)
PO5F1_MOUSE	P20263	POU5F1	SALL4_MOUSE	Q9UJQ4	SALL4	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5714013)
PO5F1_MOUSE	P20263	POU5F1	SALL4_MOUSE	Q9UJQ4	SALL4	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5710940)
PO5F1_MOUSE	P20263	POU5F1	SALL4_MOUSE	Q9UJQ4	SALL4	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	Yang, J. et al., 2008 (PMID:19060217)	IntAct (Acc:EBI-15744972)
PO5F1_MOUSE	P20263	POU5F1	SALL4_MOUSE	Q9UJQ4	SALL4	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	Yang, J. et al., 2008 (PMID:19060217)	IntAct (Acc:EBI-15744992)
PO5F1_MOUSE	P20263	POU5F1	SALL4_MOUSE	Q9UJQ4	SALL4	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	Yang, J. et al., 2008 (PMID:19060217)	DIP (Acc:DIP-103584E)
PO5F1_MOUSE	P20263	POU5F1	WDR5_MOUSE	P61964	WDR5	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5668129)
PO5F1_MOUSE	P20263	POU5F1	WDR5_MOUSE	P61964	WDR5	physical association (MI:0915)	anti tag coimmunoprecipitation (MI:0007)	Ang, YS. et al., 2011 (PMID:21477851)	IntAct (Acc:EBI-3990202)
PO5F1_MOUSE	P20263	POU5F1	WDR5_MOUSE	P61964	WDR5	physical association (MI:0915)	anti tag coimmunoprecipitation (MI:0007)	Ang, YS. et al., 2011 (PMID:21477851)	IntAct (Acc:EBI-3990210)
PO5F1_MOUSE	P20263	POU5F1	WDR5_MOUSE	P61964	WDR5	physical association (MI:0915)	anti tag coimmunoprecipitation (MI:0007)	Ang, YS. et al., 2011 (PMID:21477851)	IntAct (Acc:EBI-3990170)
PO5F1_MOUSE	P20263	POU5F1	ZMYM2_MOUSE	Q9UBW7	ZMYM2	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5668129)
PO5F1_MOUSE	P20263	POU5F1	RCOR2_MOUSE	Q8IZ40	RCOR2	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5668129)
PO5F1_MOUSE	P20263	POU5F1	RCOR2_MOUSE	Q8IZ40	RCOR2	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5710940)
PO5F1_MOUSE	P20263	POU5F1	PHC1_MOUSE	P78364	PHC1	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5668129)
PO5F1_MOUSE	P20263	POU5F1	RYBP_MOUSE	Q8N488	RYBP	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5668129)
PO5F1_MOUSE	P20263	POU5F1	RYBP_MOUSE	Q8N488	RYBP	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5710940)
PO5F1_MOUSE	P20263	POU5F1	RING2_MOUSE	Q99496	RNF2	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5668129)
PO5F1_MOUSE	P20263	POU5F1	RING2_MOUSE	Q99496	RNF2	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5710940)
PO5F1_MOUSE	P20263	POU5F1	SMRC1_MOUSE	Q92922	SMARCC1	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5668129)
PO5F1_MOUSE	P20263	POU5F1	SMRC1_MOUSE	Q92922	SMARCC1	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5710940)
PO5F1_MOUSE	P20263	POU5F1	SMCA4_MOUSE	P51532	SMARCA4	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5668129)
PO5F1_MOUSE	P20263	POU5F1	SMCA4_MOUSE	P51532	SMARCA4	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5710940)
PO5F1_MOUSE	P20263	POU5F1	RBBP7_MOUSE	Q16576	RBBP7	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5668129)
PO5F1_MOUSE	P20263	POU5F1	RBBP7_MOUSE	Q16576	RBBP7	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5710940)
PO5F1_MOUSE	P20263	POU5F1	MTA3_MOUSE	Q9BTC8	MTA3	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5668129)
PO5F1_MOUSE	P20263	POU5F1	MTA3_MOUSE	Q9BTC8	MTA3	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5710940)
PO5F1_MOUSE	P20263	POU5F1	HDAC2_MOUSE	Q92769	HDAC2	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5668129)
PO5F1_MOUSE	P20263	POU5F1	HDAC2_MOUSE	Q92769	HDAC2	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5710940)
PO5F1_MOUSE	P20263	POU5F1	HDAC1_MOUSE	Q13547	HDAC1	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5668129)
PO5F1_MOUSE	P20263	POU5F1	HDAC1_MOUSE	Q13547	HDAC1	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5710940)
PO5F1_MOUSE	P20263	POU5F1	P66B_MOUSE	Q8WXI9	GATAD2B	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5668129)
PO5F1_MOUSE	P20263	POU5F1	P66B_MOUSE	Q8WXI9	GATAD2B	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5710940)
PO5F1_MOUSE	P20263	POU5F1	CHD4_MOUSE	Q14839	CHD4	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5668129)
PO5F1_MOUSE	P20263	POU5F1	CHD4_MOUSE	Q14839	CHD4	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5710940)
PO5F1_MOUSE	P20263	POU5F1	CHD4_MOUSE	Q14839	CHD4	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5667884)
PO5F1_MOUSE	P20263	POU5F1	MTA2_MOUSE	O94776	MTA2	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5668129)
PO5F1_MOUSE	P20263	POU5F1	MTA2_MOUSE	O94776	MTA2	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5710940)
PO5F1_MOUSE	P20263	POU5F1	MTA2_MOUSE	O94776	MTA2	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5667884)
PO5F1_MOUSE	P20263	POU5F1	MTA1_MOUSE	Q13330	MTA1	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5668129)
PO5F1_MOUSE	P20263	POU5F1	MTA1_MOUSE	Q13330	MTA1	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5710940)
PO5F1_MOUSE	P20263	POU5F1	MTA1_MOUSE	Q13330	MTA1	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5667884)
PO5F1_MOUSE	P20263	POU5F1	WDR5_MOUSE	P61964	WDR5	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5710940)
PO5F1_MOUSE	P20263	POU5F1	KPYM_MOUSE	P14618	PKM	physical association (MI:0915)	anti tag coimmunoprecipitation (MI:0007)	Lee, J. et al., 2008 (PMID:18191611)	IntAct (Acc:EBI-1606279)
PO5F1_MOUSE	P20263	POU5F1	CTCF_MOUSE	P49711	CTCF	physical association (MI:0915)	anti tag coimmunoprecipitation (MI:0007)	Donohoe, ME. et al., 2009 (PMID:19536159)	IntAct (Acc:EBI-15789204)
PO5F1_MOUSE	P20263	POU5F1	CTCF_MOUSE	P49711	CTCF	physical association (MI:0915)	anti tag coimmunoprecipitation (MI:0007)	Donohoe, ME. et al., 2009 (PMID:19536159)	DIP (Acc:DIP-187495E)
PO5F1_MOUSE	P20263	POU5F1	NANOG_MOUSE	Q9H9S0	NANOG	physical association (MI:0915)	anti tag coimmunoprecipitation (MI:0007)	Wang, J. et al., 2006 (PMID:17093407)	IntAct (Acc:EBI-2312973)
PO5F1_MOUSE	P20263	POU5F1	NANOG_MOUSE	Q9H9S0	NANOG	physical association (MI:0915)	anti tag coimmunoprecipitation (MI:0007)	Wang, J. et al., 2006 (PMID:17093407)	IntAct (Acc:EBI-2313289)
PO5F1_MOUSE	P20263	POU5F1	NANOG_MOUSE	Q9H9S0	NANOG	physical association (MI:0915)	anti tag coimmunoprecipitation (MI:0007)	Wang, J. et al., 2008 (PMID:18436640)	IntAct (Acc:EBI-15699169)
PO5F1_MOUSE	P20263	POU5F1	NANOG_MOUSE	Q9H9S0	NANOG	physical association (MI:0915)	anti tag coimmunoprecipitation (MI:0007)	Wang, J. et al., 2008 (PMID:18436640)	DIP (Acc:DIP-59427E)
PO5F1_MOUSE	P20263	POU5F1	NANOG_MOUSE	Q9H9S0	NANOG	physical association (MI:0915)	anti tag coimmunoprecipitation (MI:0007)	Yang, J. et al., 2008 (PMID:19060217)	DIP (Acc:DIP-191679E)
PO5F1_MOUSE	P20263	POU5F1	TYY1_MOUSE	P25490	YY1	physical association (MI:0915)	anti tag coimmunoprecipitation (MI:0007)	Donohoe, ME. et al., 2009 (PMID:19536159)	IntAct (Acc:EBI-15789246)
PO5F1_MOUSE	P20263	POU5F1	TYY1_MOUSE	P25490	YY1	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	Donohoe, ME. et al., 2009 (PMID:19536159)	DIP (Acc:DIP-187497E)
PO5F1_MOUSE	P20263	POU5F1	TIF1B_MOUSE	Q13263	TRIM28	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	Seki, Y. et al., 2010 (PMID:20508149)	IntAct (Acc:EBI-15857064)
PO5F1_MOUSE	P20263	POU5F1	TIF1B_MOUSE	Q13263	TRIM28	physical association (MI:0915)	anti tag coimmunoprecipitation (MI:0007)	Seki, Y. et al., 2010 (PMID:20508149)	IntAct (Acc:EBI-15857131)
PO5F1_MOUSE	P20263	POU5F1	TIF1B_MOUSE	Q13263	TRIM28	physical association (MI:0915)	anti tag coimmunoprecipitation (MI:0007)	Seki, Y. et al., 2010 (PMID:20508149)	IntAct (Acc:EBI-15857195)
PO5F1_MOUSE	P20263	POU5F1	TIF1B_MOUSE	Q13263	TRIM28	physical association (MI:0915)	anti tag coimmunoprecipitation (MI:0007)	Seki, Y. et al., 2010 (PMID:20508149)	DIP (Acc:DIP-191685E)
PO5F1_MOUSE	P20263	POU5F1	CDK1_MOUSE	P06493	CDK1	physical association (MI:0915)	anti tag coimmunoprecipitation (MI:0007)	Li, L. et al., 2012 (PMID:23108051)	IntAct (Acc:EBI-8109246)
PO5F1_MOUSE	P20263	POU5F1	CBP_MOUSE	Q92793	CREBBP	physical association (MI:0915)	anti tag coimmunoprecipitation (MI:0007)	Seki, Y. et al., 2010 (PMID:20508149)	DIP (Acc:DIP-191684E)
PO5F1_MOUSE	P20263	POU5F1	KDM1A_MOUSE	O60341	KDM1A	association (MI:0914)	anti bait coimmunoprecipitation (MI:0006)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5667691)
PO5F1_MOUSE	P20263	POU5F1	SOX2_MOUSE	P48431	SOX2	physical association (MI:0915)	anti bait coimmunoprecipitation (MI:0006)	Li, L. et al., 2012 (PMID:23108051)	IntAct (Acc:EBI-8109365)
PO5F1_MOUSE	P20263	POU5F1	SALL1_MOUSE	Q9NSC2	SALL1	association (MI:0914)	anti bait coimmunoprecipitation (MI:0006)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5667691)
PO5F1_MOUSE	P20263	POU5F1	SALL4_MOUSE	Q9UJQ4	SALL4	association (MI:0914)	anti bait coimmunoprecipitation (MI:0006)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5667691)
PO5F1_MOUSE	P20263	POU5F1	WDR5_MOUSE	P61964	WDR5	association (MI:0914)	anti bait coimmunoprecipitation (MI:0006)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5667691)
PO5F1_MOUSE	P20263	POU5F1	WDR5_MOUSE	P61964	WDR5	physical association (MI:0915)	anti bait coimmunoprecipitation (MI:0006)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5667917)
PO5F1_MOUSE	P20263	POU5F1	WDR5_MOUSE	P61964	WDR5	physical association (MI:0915)	anti bait coimmunoprecipitation (MI:0006)	Ang, YS. et al., 2011 (PMID:21477851)	IntAct (Acc:EBI-3990160)
PO5F1_MOUSE	P20263	POU5F1	CHD4_MOUSE	Q14839	CHD4	association (MI:0914)	anti bait coimmunoprecipitation (MI:0006)	Rais, Y. et al., 2013 (PMID:24048479)	IntAct (Acc:EBI-16075127)
PO5F1_MOUSE	P20263	POU5F1	CHD4_MOUSE	Q14839	CHD4	physical association (MI:0915)	anti bait coimmunoprecipitation (MI:0006)	Rais, Y. et al., 2013 (PMID:24048479)	DIP (Acc:DIP-192108E)
PO5F1_MOUSE	P20263	POU5F1	MTA2_MOUSE	O94776	MTA2	association (MI:0914)	anti bait coimmunoprecipitation (MI:0006)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5667691)
PO5F1_MOUSE	P20263	POU5F1	MTA2_MOUSE	O94776	MTA2	association (MI:0914)	anti bait coimmunoprecipitation (MI:0006)	van den Berg, DL. et al., 2010 (PMID:20362541)	IntAct (Acc:EBI-5667706)
PO5F1_MOUSE	P20263	POU5F1	EWS_MOUSE	Q01844	EWSR1	physical association (MI:0915)	anti bait coimmunoprecipitation (MI:0006)	Lee, J. et al., 2005 (PMID:15917470)	IntAct (Acc:EBI-1607195)
PO5F1_MOUSE	P20263	POU5F1	EWS_MOUSE	Q01844	EWSR1	physical association (MI:0915)	anti bait coimmunoprecipitation (MI:0006)	Lee, J. et al., 2005 (PMID:15917470)	IntAct (Acc:EBI-1607200)
PO5F1_MOUSE	P20263	POU5F1	EWS_MOUSE	Q01844	EWSR1	physical association (MI:0915)	anti bait coimmunoprecipitation (MI:0006)	Lee, J. et al., 2005 (PMID:15917470)	IntAct (Acc:EBI-1607181)
PO5F1_MOUSE	P20263	POU5F1	XPC_MOUSE	Q01831	XPC	association (MI:0914)	anti bait coimmunoprecipitation (MI:0006)	Fong, YW. et al., 2011 (PMID:21962512)	IntAct (Acc:EBI-5240764)
PO5F1_MOUSE	P20263	POU5F1	CETN2_MOUSE	P41208	CETN2	association (MI:0914)	anti bait coimmunoprecipitation (MI:0006)	Fong, YW. et al., 2011 (PMID:21962512)	IntAct (Acc:EBI-5240764)
PO5F1_MOUSE	P20263	POU5F1	TIF1B_MOUSE	Q13263	TRIM28	physical association (MI:0915)	anti bait coimmunoprecipitation (MI:0006)	Seki, Y. et al., 2010 (PMID:20508149)	IntAct (Acc:EBI-15857178)
PO5F1_MOUSE	P20263	POU5F1	SMAD3_MOUSE	P84022	SMAD3	physical association (MI:0915)	anti bait coimmunoprecipitation (MI:0006)	Mullen, AC. et al., 2011 (PMID:22036565)	IntAct (Acc:EBI-5258722)
PO5F1_MOUSE	P20263	POU5F1	SMAD3_MOUSE	P84022	SMAD3	association (MI:0914)	anti bait coimmunoprecipitation (MI:0006)	Mullen, AC. et al., 2011 (PMID:22036565)	IntAct (Acc:EBI-5259267)
PO5F1_MOUSE	P20263	POU5F1	RD23B_MOUSE	P54727	RAD23B	association (MI:0914)	anti bait coimmunoprecipitation (MI:0006)	Fong, YW. et al., 2011 (PMID:21962512)	IntAct (Acc:EBI-4567934)
PO5F1_MOUSE	P20263	POU5F1	RD23B_MOUSE	P54727	RAD23B	association (MI:0914)	anti bait coimmunoprecipitation (MI:0006)	Fong, YW. et al., 2011 (PMID:21962512)	IntAct (Acc:EBI-5240764)
PO5F1_MOUSE	P20263	POU5F1	CDK1_MOUSE	P06493	CDK1	association (MI:0914)	anti bait coimmunoprecipitation (MI:0006)	Li, L. et al., 2012 (PMID:23108051)	IntAct (Acc:EBI-8109267)
PO5F1_MOUSE	P20263	POU5F1	MYC_MOUSE	P01106	MYC	physical association (MI:0915)	anti bait coimmunoprecipitation (MI:0006)	Rais, Y. et al., 2013 (PMID:24048479)	DIP (Acc:DIP-192070E)
PO5F1_MOUSE	P20263	POU5F1	MBD3_MOUSE	O95983	MBD3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2010 (PMID:20362541)	BioGRID (Acc:471175)
PO5F1_MOUSE	P20263	POU5F1	MBD3_MOUSE	O95983	MBD3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2010 (PMID:20362541)	BioGRID (Acc:471193)
PO5F1_MOUSE	P20263	POU5F1	MBD3_MOUSE	O95983	MBD3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471797)
PO5F1_MOUSE	P20263	POU5F1	MBD3_MOUSE	O95983	MBD3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Liang, J. et al., 2008 (PMID:18454139)	BioGRID (Acc:486644)
PO5F1_MOUSE	P20263	POU5F1	MBD3_MOUSE	O95983	MBD3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674361)
PO5F1_MOUSE	P20263	POU5F1	UBIP1_MOUSE	Q9NZI7	UBP1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2010 (PMID:20362541)	BioGRID (Acc:471215)
PO5F1_MOUSE	P20263	POU5F1	PML_MOUSE	P29590	PML	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2010 (PMID:20362541)	BioGRID (Acc:471223)
PO5F1_MOUSE	P20263	POU5F1	REQU_MOUSE	Q92785	DPF2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2010 (PMID:20362541)	BioGRID (Acc:471221)
PO5F1_MOUSE	P20263	POU5F1	REQU_MOUSE	Q92785	DPF2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Wang, J. et al., 2006 (PMID:17093407)	BioGRID (Acc:471635)
PO5F1_MOUSE	P20263	POU5F1	REQU_MOUSE	Q92785	DPF2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674310)
PO5F1_MOUSE	P20263	POU5F1	ERR2_MOUSE	O95718	ESRRB	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2008 (PMID:18662995)	BioGRID (Acc:471172)
PO5F1_MOUSE	P20263	POU5F1	ERR2_MOUSE	O95718	ESRRB	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2008 (PMID:18662995)	BioGRID (Acc:471173)
PO5F1_MOUSE	P20263	POU5F1	ERR2_MOUSE	O95718	ESRRB	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2008 (PMID:18662995)	BioGRID (Acc:471174)
PO5F1_MOUSE	P20263	POU5F1	ERR2_MOUSE	O95718	ESRRB	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2010 (PMID:20362541)	BioGRID (Acc:471222)
PO5F1_MOUSE	P20263	POU5F1	ERR2_MOUSE	O95718	ESRRB	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2010 (PMID:20362541)	BioGRID (Acc:471551)
PO5F1_MOUSE	P20263	POU5F1	ERR2_MOUSE	O95718	ESRRB	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674315)
PO5F1_MOUSE	P20263	POU5F1	KDM1A_MOUSE	O60341	KDM1A	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2010 (PMID:20362541)	BioGRID (Acc:471185)
PO5F1_MOUSE	P20263	POU5F1	KDM1A_MOUSE	O60341	KDM1A	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2010 (PMID:20362541)	BioGRID (Acc:471204)
PO5F1_MOUSE	P20263	POU5F1	KDM1A_MOUSE	O60341	KDM1A	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471756)
PO5F1_MOUSE	P20263	POU5F1	KDM1A_MOUSE	O60341	KDM1A	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674349)
PO5F1_MOUSE	P20263	POU5F1	SOX2_MOUSE	P48431	SOX2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2010 (PMID:20362541)	BioGRID (Acc:471213)
PO5F1_MOUSE	P20263	POU5F1	SOX2_MOUSE	P48431	SOX2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Maruyama, M. et al., 2005 (PMID:15863505)	BioGRID (Acc:543787)
PO5F1_MOUSE	P20263	POU5F1	SOX2_MOUSE	P48431	SOX2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Maruyama, M. et al., 2005 (PMID:15863505)	BioGRID (Acc:543789)
PO5F1_MOUSE	P20263	POU5F1	SOX2_MOUSE	P48431	SOX2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Li, J. et al., 2007 (PMID:17507372)	BioGRID (Acc:844105)
PO5F1_MOUSE	P20263	POU5F1	HCFC1_MOUSE	P51610	HCFC1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2010 (PMID:20362541)	BioGRID (Acc:471217)
PO5F1_MOUSE	P20263	POU5F1	HCFC1_MOUSE	P51610	HCFC1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471780)
PO5F1_MOUSE	P20263	POU5F1	HCFC1_MOUSE	P51610	HCFC1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674333)
PO5F1_MOUSE	P20263	POU5F1	MGAP_MOUSE	Q8IWI9	MGA	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2010 (PMID:20362541)	BioGRID (Acc:471214)
PO5F1_MOUSE	P20263	POU5F1	RESF1_MOUSE	Q9HCM1	RESF1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2010 (PMID:20362541)	BioGRID (Acc:471239)
PO5F1_MOUSE	P20263	POU5F1	EMSY_MOUSE	Q7Z589	EMSY	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2010 (PMID:20362541)	BioGRID (Acc:471237)
PO5F1_MOUSE	P20263	POU5F1	AKAP8_MOUSE	O43823	AKAP8	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2010 (PMID:20362541)	BioGRID (Acc:471231)
PO5F1_MOUSE	P20263	POU5F1	AKAP8_MOUSE	O43823	AKAP8	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674266)
PO5F1_MOUSE	P20263	POU5F1	RIF1_MOUSE	Q5UIP0	RIF1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2010 (PMID:20362541)	BioGRID (Acc:471229)
